name,normalizedName,tager,legacyDefaultTag,runtimeDefaultTag,bundleIdentifier,defaultNote-ZH
,tabula,GTD,utilities,productivity,null,编程开发工具，适合编写、阅读和维护代码
,piclist,transfer,file-management|transfer|utilities,transfer|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,miktex,system,system,utilities|system,null,TeX 发行版管理工具
,a-better-finder-rename,file-management,file-management|media|audio|picture-photo|utilities,file-management|utilities,null,批量重命名工具，整理照片和文件特别省时间
,updf,PDF,utilities,writing|utilities,null,PDF 编辑工具，适合编辑、标注和处理 PDF 文档
,clipbook,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,clockify,GTD,utilities,productivity,null,效率管理工具，适合安排任务、日程或跟踪时间
,hp-easy-start,device-management,utilities,utilities|system-enhancement,null,HP 打印机设置工具
,launchie,Automation,utilities,productivity|system-enhancement,null,快速高效的应用启动器，专为macOS用户设计，旨在提升工作流程的效率
,actual,finance,utilities|finance,finance,null,本地优先的预算记账工具，适合认真管理个人现金流
,json-viewer,ide,utilities,development,null,JSON 数据可视化、校验和格式化工具
,shapr3d,Font|ui-prototyping|3d-cad,utilities,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,dropzone,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,plistedit-pro,ide,utilities,development,null,plist 和 JSON 编辑器
,winzip,file-management,utilities,file-management|utilities,null,文件压缩归档工具
,trezor-suite,finance|device-management,utilities|finance,utilities|system-enhancement|finance,null,Trezor 硬件钱包管理器，安全查看和签署交易
,aliyundrive,transfer,file-management|transfer|utilities,transfer|utilities,null,智能云存储客户端
,pocket-casts,audio,media|audio|entertainment,media|audio,null,播客客户端，订阅、收听和同步节目都很顺
,kando,Automation,utilities,productivity|system-enhancement,null,开源环形菜单启动器，用于快速执行应用和系统操作
,min,browser|security,browser|utilities|security,browser|security,null,安全工具，适合保护隐私、控制访问或加密数据
,qqlive,video,media|video|entertainment,media|video,null,视频工具，适合播放、录制、剪辑或转换视频
,t3-code-nightly,ai-tools,development|ai-tools,ai-tools,null,AI 代码智能体轻量图形界面
,contexts,window-management,utilities,utilities|system-enhancement,null,应用窗口切换工具
,whatsize,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,derivative-touchdesigner,ide,development|design,development,null,动态数字艺术创作工具
,vibe-island,ai-tools,utilities|ai-tools,ai-tools,null,动态岛 AI 智能体工具
,elgato-camera-hub,device-management,utilities,utilities|system-enhancement,null,
,pieces,picture-photo,productivity|media|picture-photo,media|picture-photo,null,效率增强工具，适合快速启动、自动化或管理常用操作
,quicksilver,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,enjoyable,device-management,utilities|system-enhancement|entertainment|game,utilities|system-enhancement,null,手柄映射工具，把游戏控制器变成键盘鼠标输入
,tuxera-ntfs,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,nutstore,transfer,file-management|transfer|utilities,transfer|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,nuclear,audio,media|audio|entertainment,media|audio,null,开源音乐播放器，从多个在线来源聚合音乐
,wox,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,fontbase,Font,utilities,design|utilities,null,适合管理字体、预览字形和整理设计字库
,istat-server,file-management|system-maintenance,file-management|utilities,file-management|utilities|system-enhancement,null,文件管理工具，适合整理、传输或清理文件
,mythic,game,productivity|entertainment|game,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,yubiswitch,security,utilities,security,null,Yubikey Nano 开关菜单栏工具
,auto-claude,ai-tools,development|ai-tools,ai-tools,null,开发相关工具，适合编程、调试或管理开发环境
,lyric-fever,audio,media|audio|entertainment,media|audio,null,动态歌词显示工具，让听歌时的歌词更醒目
,djview,picture-photo,browser,media|picture-photo,null,媒体工具，适合处理图片、音频或视频内容
,silentknight,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,nvidia-nsight-systems,ide,utilities,development,null,编程开发工具，适合编写、阅读和维护代码
,shichizip,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,stay,window-management,utilities,utilities|system-enhancement,null,
,classicftp,transfer,file-management|transfer|utilities,transfer|utilities,null,传输工具，适合下载、同步或在设备间传文件
,macx-youtube-downloader,video|transfer,transfer|media|video|utilities|entertainment,transfer|media|video|utilities,null,YouTube 视频下载工具，适合保存公开视频素材
,xcodepilot,ide,productivity|development,development,null,开发相关工具，适合编程、调试或管理开发环境
,polypane,browser,browser|development,browser,null,网页调试和浏览工具，适合开发者检查页面细节
,launchbar,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,etrecheck,system-maintenance,utilities,utilities|system-enhancement,null,系统问题检测和修复工具
,fvim,ide,development|writing,development,null,编程开发工具，适合编写、阅读和维护代码
,yandex-disk,transfer,file-management|transfer|utilities,transfer|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,netiquette,network-tools,utilities|system-enhancement,utilities,null,网络监控工具，适合查看连接状态和排查网络问题
,exifcleaner,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,4k-youtube-to-mp3,audio,entertainment,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,music-decoy,audio|Automation,media|audio|utilities,productivity|media|audio|system-enhancement,null,音乐占位工具，适合配合媒体键和播放状态工作流
,clibor-for-mac,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,
,1clipboard,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,langflow-desktop,ai-tools|GTD,productivity|development|ai-tools,productivity|ai-tools,null,可视化搭建 AI 工作流，把模型、工具和数据连起来
,crosspaste,Automation,utilities,productivity|system-enhancement,null,跨设备通用剪贴板工具
,avg-antivirus-for-mac,security,utilities,security,null,
,eltima-cloudmounter,transfer,file-management|transfer|utilities,transfer|utilities,null,将云存储挂载为本地磁盘的工具
,jupyter-notebook-viewer,writing,writing|utilities,writing,null,办公文档工具，适合阅读、编辑或管理文档资料
,butler,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,mumble,communication,communication|entertainment|game,communication,null,沟通工具，适合聊天、邮件、通话或团队交流
,yattee,security|entertainment,utilities|entertainment|security,entertainment|security,null,安全工具，适合保护隐私、控制访问或加密数据
,agentsview,ai-tools,development|ai-tools,ai-tools,null,开发相关工具，适合编程、调试或管理开发环境
,mac-media-key-forwarder,audio,media|audio|entertainment,media|audio,null,把媒体键转发给指定播放器，控制音乐更稳定
,nimbalyst,ai-tools,development|ai-tools,ai-tools,null,开发相关工具，适合编程、调试或管理开发环境
,framer,communication|ui-prototyping,communication|productivity|design,communication|design,null,交互原型和网站设计工具，适合把想法快速做成可体验页面
,lunarbar,communication|window-management,communication|productivity|utilities|system-enhancement,communication|utilities|system-enhancement,null,菜单栏月相工具，适合快速查看月亮状态和天文节律
,hapigo,Automation,productivity,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,master-pdf-editor,PDF,utilities,writing|utilities,null,PDF 编辑工具，适合编辑、标注和处理 PDF 文档
,atuin-desktop,terminal-tools,productivity|development,development,null,效率增强工具，适合快速启动、自动化或管理常用操作
,rive,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,wirecast,video,media|video|entertainment,media|video,null,视频工具，适合播放、录制、剪辑或转换视频
,salt,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,au-lab,audio,development|media|audio,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
