rank,name,defaultTagIDs,defaultTagNamesEN,bundleIdentifier,normalizedName,oldCategoryCandidates,sourceEvidence,mergedCandidateRanks,tagReviewStatus,tagConfidence,regionHints,notes
802,Disk Drill,other,Other,,disk-drill,other,homebrew_cask_30d:704,802,needs_classification,0.30,,homebrew_count=280;percent=0.01;cask=disk-drill
803,Reaper,audio|media,Audio|Media,,reaper,media,homebrew_cask_30d:707,803,multi_tag_heuristic_review,0.70,,homebrew_count=280;percent=0.01;cask=reaper
804,Notepadexe,other,Other,,notepadexe,other,homebrew_cask_30d:705,804,needs_classification,0.30,,homebrew_count=280;percent=0.01;cask=notepadexe
805,Gitbutler,other,Other,,gitbutler,other,homebrew_cask_30d:706,805,needs_classification,0.30,,homebrew_count=280;percent=0.01;cask=gitbutler
806,Ytmdesktop Youtube Music,video|media|audio|entertainment,Video|Media|Audio|Entertainment,,ytmdesktop-youtube-music,media,homebrew_cask_30d:709,806,multi_tag_heuristic_review,0.70,,homebrew_count=279;percent=0.01;cask=ytmdesktop-youtube-music
807,Heroic,other,Other,,heroic,other,homebrew_cask_30d:708,807,needs_classification,0.30,,homebrew_count=279;percent=0.01;cask=heroic
808,Battle Net,game|entertainment,Games|Entertainment,,battle-net,entertainment,homebrew_cask_30d:711,808,multi_tag_heuristic_review,0.70,,homebrew_count=279;percent=0.01;cask=battle-net
809,Clash Party,security|utilities,Security|Utilities,,clash-party,utilities,homebrew_cask_30d:712,809,multi_tag_heuristic_review,0.70,,homebrew_count=278;percent=0.01;cask=clash-party
810,Swift Quit,other,Other,,swift-quit,other,homebrew_cask_30d:710,810,needs_classification,0.30,,homebrew_count=279;percent=0.01;cask=swift-quit
811,Dosbox,other,Other,,dosbox,other,homebrew_cask_30d:713,811,needs_classification,0.30,,homebrew_count=275;percent=0.01;cask=dosbox
812,Phpstorm,development,Development,,phpstorm,development,homebrew_cask_30d:716,812,single_tag_heuristic_review,0.62,,homebrew_count=275;percent=0.01;cask=phpstorm
813,Mkvtoolnix App,video|media,Video|Media,,mkvtoolnix-app,other,homebrew_cask_30d:714,813,multi_tag_heuristic_review,0.70,,homebrew_count=275;percent=0.01;cask=mkvtoolnix-app
814,Qqmusic,audio|entertainment,Audio|Entertainment,,qqmusic,communication,homebrew_cask_30d:717,814,multi_tag_heuristic_review,0.70,,homebrew_count=274;percent=0.01;cask=qqmusic
815,Siddharthvaddem/openscreen/openscreen,other,Other,,siddharthvaddem-openscreen-openscreen,other,homebrew_cask_30d:715,815,needs_classification,0.30,,homebrew_count=275;percent=0.01;cask=siddharthvaddem/openscreen/openscreen
816,Gswitch,other,Other,,gswitch,other,homebrew_cask_30d:718,816,needs_classification,0.30,,homebrew_count=274;percent=0.01;cask=gswitch
817,Font Zed Mono Nerd Font,development|utilities,Development|Utilities,,font-zed-mono-nerd-font,development,homebrew_cask_30d:721,817,multi_tag_heuristic_review,0.70,,homebrew_count=273;percent=0.01;cask=font-zed-mono-nerd-font
818,Font 3270 Nerd Font,utilities,Utilities,,font-3270-nerd-font,other,homebrew_cask_30d:719,818,single_tag_heuristic_review,0.62,,homebrew_count=274;percent=0.01;cask=font-3270-nerd-font
819,Porting Kit,other,Other,,porting-kit,other,homebrew_cask_30d:720,819,needs_classification,0.30,,homebrew_count=273;percent=0.01;cask=porting-kit
820,Google Chrome@beta,browser,Browsers,,google-chrome-beta,browser,homebrew_cask_30d:724,820,single_tag_heuristic_review,0.62,,homebrew_count=271;percent=0.01;cask=google-chrome@beta
821,Elgato Stream Deck,other,Other,,elgato-stream-deck,other,homebrew_cask_30d:722,821,needs_classification,0.30,,homebrew_count=272;percent=0.01;cask=elgato-stream-deck
822,PDF Expert,writing,Writing,,pdf-expert,writing,homebrew_cask_30d:725,822,single_tag_heuristic_review,0.62,,homebrew_count=270;percent=0.01;cask=pdf-expert
823,Beeper,other,Other,,beeper,other,homebrew_cask_30d:723,823,needs_classification,0.30,,homebrew_count=272;percent=0.01;cask=beeper
824,Redis Stack/redis Stack/redis Stack Server,development,Development,,redis-stack-redis-stack-redis-stack-server,development,homebrew_cask_30d:726,824,single_tag_heuristic_review,0.62,,homebrew_count=270;percent=0.01;cask=redis-stack/redis-stack/redis-stack-server
825,Meshlab,other,Other,,meshlab,other,homebrew_cask_30d:727,825,needs_classification,0.30,,homebrew_count=269;percent=0.01;cask=meshlab
826,Font Meslo For Powerlevel10k,utilities,Utilities,,font-meslo-for-powerlevel10k,other,homebrew_cask_30d:728,826,single_tag_heuristic_review,0.62,,homebrew_count=269;percent=0.01;cask=font-meslo-for-powerlevel10k
827,Font Agave Nerd Font,utilities,Utilities,,font-agave-nerd-font,other,homebrew_cask_30d:729,827,single_tag_heuristic_review,0.62,,homebrew_count=269;percent=0.01;cask=font-agave-nerd-font
828,Postman CLI,development,Development,,postman-cli,development,homebrew_cask_30d:732,828,single_tag_heuristic_review,0.62,,homebrew_count=269;percent=0.01;cask=postman-cli
829,Openai/tools/openai,other,Other,,openai-tools-openai,other,homebrew_cask_30d:730,829,needs_classification,0.30,,homebrew_count=269;percent=0.01;cask=openai/tools/openai
830,Font Pretendard,utilities,Utilities,,font-pretendard,other,homebrew_cask_30d:731,830,single_tag_heuristic_review,0.62,,homebrew_count=269;percent=0.01;cask=font-pretendard
831,Font Mononoki Nerd Font,utilities,Utilities,,font-mononoki-nerd-font,other,homebrew_cask_30d:733,831,single_tag_heuristic_review,0.62,,homebrew_count=268;percent=0.01;cask=font-mononoki-nerd-font
832,Font Noto Sans Cjk Kr,utilities,Utilities,,font-noto-sans-cjk-kr,other,homebrew_cask_30d:734,832,single_tag_heuristic_review,0.62,,homebrew_count=268;percent=0.01;cask=font-noto-sans-cjk-kr
833,Shotcut,other,Other,,shotcut,other,homebrew_cask_30d:735,833,needs_classification,0.30,,homebrew_count=268;percent=0.01;cask=shotcut
834,Clion,development,Development,,clion,development,homebrew_cask_30d:738,834,single_tag_heuristic_review,0.62,,homebrew_count=266;percent=0.01;cask=clion
835,Google Earth Pro,other,Other,,google-earth-pro,other,homebrew_cask_30d:736,835,needs_classification,0.30,,homebrew_count=267;percent=0.01;cask=google-earth-pro
836,Osquery,other,Other,,osquery,other,homebrew_cask_30d:737,836,needs_classification,0.30,,homebrew_count=266;percent=0.01;cask=osquery
837,Sage,other,Other,,sage,other,homebrew_cask_30d:739,837,needs_classification,0.30,,homebrew_count=266;percent=0.01;cask=sage
838,Prusaslicer,other,Other,,prusaslicer,other,homebrew_cask_30d:740,838,needs_classification,0.30,,homebrew_count=265;percent=0.01;cask=prusaslicer
839,Edouard Claude/tap/snip,ai-tools|productivity,AI Tools|Productivity,,edouard-claude-tap-snip,other,homebrew_cask_30d:741,839,multi_tag_heuristic_review,0.70,,homebrew_count=265;percent=0.01;cask=edouard-claude/tap/snip
840,Microsoft Openjdk@25,other,Other,,microsoft-openjdk-25,other,homebrew_cask_30d:742,840,needs_classification,0.30,,homebrew_count=265;percent=0.01;cask=microsoft-openjdk@25
841,Memoryanalyzer,other,Other,,memoryanalyzer,other,homebrew_cask_30d:743,841,needs_classification,0.30,,homebrew_count=264;percent=0.01;cask=memoryanalyzer
842,Surfshark,other,Other,,surfshark,other,homebrew_cask_30d:744,842,needs_classification,0.30,,homebrew_count=264;percent=0.01;cask=surfshark
843,Remoteviewer,other,Other,,remoteviewer,other,homebrew_cask_30d:745,843,needs_classification,0.30,,homebrew_count=264;percent=0.01;cask=remoteviewer
844,Anytype,other,Other,,anytype,other,homebrew_cask_30d:746,844,needs_classification,0.30,,homebrew_count=264;percent=0.01;cask=anytype
845,Suspicious Package,other,Other,,suspicious-package,other,homebrew_cask_30d:747,845,needs_classification,0.30,,homebrew_count=264;percent=0.01;cask=suspicious-package
846,Font Lxgw Wenkai,utilities,Utilities,,font-lxgw-wenkai,other,homebrew_cask_30d:748,846,single_tag_heuristic_review,0.62,,homebrew_count=263;percent=0.01;cask=font-lxgw-wenkai
847,Lark,communication|productivity,Communication|Productivity,,lark,communication,homebrew_cask_30d:751,847,multi_tag_heuristic_review,0.70,,homebrew_count=261;percent=0.01;cask=lark
848,Dolphin,other,Other,,dolphin,other,homebrew_cask_30d:749,848,needs_classification,0.30,,homebrew_count=263;percent=0.01;cask=dolphin
849,Ublue Os/tap/antigravity Linux,ai-tools|development,AI Tools|Development,,ublue-os-tap-antigravity-linux,other,homebrew_cask_30d:750,849,multi_tag_heuristic_review,0.70,,homebrew_count=262;percent=0.01;cask=ublue-os/tap/antigravity-linux
850,Azure/azure Cli/azure CLI Preview,picture-photo|system|utilities,Pictures & Photos|System Apps|Utilities,,azure-azure-cli-azure-cli-preview,development,homebrew_cask_30d:754,850,multi_tag_heuristic_review,0.70,,homebrew_count=260;percent=0.01;cask=azure/azure-cli/azure-cli-preview
851,Font Commit Mono Nerd Font,utilities,Utilities,,font-commit-mono-nerd-font,other,homebrew_cask_30d:752,851,single_tag_heuristic_review,0.62,,homebrew_count=261;percent=0.01;cask=font-commit-mono-nerd-font
852,Font Open Sans,utilities,Utilities,,font-open-sans,other,homebrew_cask_30d:753,852,single_tag_heuristic_review,0.62,,homebrew_count=260;percent=0.01;cask=font-open-sans
853,Goreleaser/tap/goreleaser,other,Other,,goreleaser-tap-goreleaser,other,homebrew_cask_30d:755,853,needs_classification,0.30,,homebrew_count=260;percent=0.01;cask=goreleaser/tap/goreleaser
854,Home Assistant,other,Other,,home-assistant,other,homebrew_cask_30d:756,854,needs_classification,0.30,,homebrew_count=259;percent=0.01;cask=home-assistant
855,Sourcegit,other,Other,,sourcegit,other,homebrew_cask_30d:757,855,needs_classification,0.30,,homebrew_count=259;percent=0.01;cask=sourcegit
856,Altserver,other,Other,,altserver,other,homebrew_cask_30d:758,856,needs_classification,0.30,,homebrew_count=258;percent=0.01;cask=altserver
857,Google Cloud SDK,other,Other,,google-cloud-sdk,other,homebrew_cask_30d:759,857,needs_classification,0.30,,homebrew_count=258;percent=0.01;cask=google-cloud-sdk
858,Copilot Cli@prerelease,ai-tools|development,AI Tools|Development,,copilot-cli-prerelease,other,homebrew_cask_30d:760,858,multi_tag_heuristic_review,0.70,,homebrew_count=257;percent=0.01;cask=copilot-cli@prerelease
859,Gureumkim,other,Other,,gureumkim,other,homebrew_cask_30d:761,859,needs_classification,0.30,,homebrew_count=256;percent=0.01;cask=gureumkim
860,Free Download Manager,transfer,Uploads & Downloads,,free-download-manager,other,homebrew_cask_30d:762,860,single_tag_heuristic_review,0.62,,homebrew_count=256;percent=0.01;cask=free-download-manager
861,Pixpin,other,Other,,pixpin,other,homebrew_cask_30d:763,861,needs_classification,0.30,,homebrew_count=255;percent=0.01;cask=pixpin
862,Double Commander,file-management,File Management,,double-commander,other,homebrew_cask_30d:764,862,single_tag_heuristic_review,0.62,,homebrew_count=255;percent=0.01;cask=double-commander
863,Llamabarn,other,Other,,llamabarn,other,homebrew_cask_30d:765,863,needs_classification,0.30,,homebrew_count=253;percent=0.01;cask=llamabarn
864,Activitywatch,other,Other,,activitywatch,other,homebrew_cask_30d:766,864,needs_classification,0.30,,homebrew_count=252;percent=0.01;cask=activitywatch
865,Segger Jlink,other,Other,,segger-jlink,other,homebrew_cask_30d:767,865,needs_classification,0.30,,homebrew_count=252;percent=0.01;cask=segger-jlink
866,Flowvision,other,Other,,flowvision,other,homebrew_cask_30d:768,866,needs_classification,0.30,,homebrew_count=251;percent=0.01;cask=flowvision
867,R Lib/rig/rig,other,Other,,r-lib-rig-rig,other,homebrew_cask_30d:769,867,needs_classification,0.30,,homebrew_count=251;percent=0.01;cask=r-lib/rig/rig
868,Font Ibm Plex Sans,video|media|entertainment|utilities,Video|Media|Entertainment|Utilities,,font-ibm-plex-sans,media,homebrew_cask_30d:772,868,multi_tag_heuristic_review,0.70,,homebrew_count=250;percent=0.01;cask=font-ibm-plex-sans
869,Bloom,other,Other,,bloom,other,homebrew_cask_30d:770,869,needs_classification,0.30,,homebrew_count=250;percent=0.01;cask=bloom
870,Waterfox,browser,Browsers,,waterfox,other,homebrew_cask_30d:771,870,single_tag_heuristic_review,0.62,,homebrew_count=250;percent=0.01;cask=waterfox
871,Horos,other,Other,,horos,other,homebrew_cask_30d:773,871,needs_classification,0.30,,homebrew_count=249;percent=0.01;cask=horos
872,Windscribe,other,Other,,windscribe,other,homebrew_cask_30d:774,872,needs_classification,0.30,,homebrew_count=249;percent=0.01;cask=windscribe
873,1password/tap/1password CLI,security|utilities,Security|Utilities,,1password-tap-1password-cli,productivity,homebrew_cask_30d:777,873,multi_tag_heuristic_review,0.70,,homebrew_count=249;percent=0.01;cask=1password/tap/1password-cli
874,Ghdl,other,Other,,ghdl,other,homebrew_cask_30d:775,874,needs_classification,0.30,,homebrew_count=249;percent=0.01;cask=ghdl
875,Iptvnator,other,Other,,iptvnator,other,homebrew_cask_30d:776,875,needs_classification,0.30,,homebrew_count=249;percent=0.01;cask=iptvnator
876,Opensc App,other,Other,,opensc-app,other,homebrew_cask_30d:778,876,needs_classification,0.30,,homebrew_count=248;percent=0.01;cask=opensc-app
877,Silicon Labs Vcp Driver,other,Other,,silicon-labs-vcp-driver,other,homebrew_cask_30d:779,877,needs_classification,0.30,,homebrew_count=246;percent=0.01;cask=silicon-labs-vcp-driver
878,Dynatrace Oss/tap/dtctl,other,Other,,dynatrace-oss-tap-dtctl,other,homebrew_cask_30d:780,878,needs_classification,0.30,,homebrew_count=245;percent=0.01;cask=dynatrace-oss/tap/dtctl
879,Popclip,other,Other,,popclip,other,homebrew_cask_30d:781,879,needs_classification,0.30,,homebrew_count=245;percent=0.01;cask=popclip
880,Spokenly,other,Other,,spokenly,other,homebrew_cask_30d:782,880,needs_classification,0.30,,homebrew_count=245;percent=0.01;cask=spokenly
881,Font Terminess Ttf Nerd Font,utilities,Utilities,,font-terminess-ttf-nerd-font,other,homebrew_cask_30d:783,881,single_tag_heuristic_review,0.62,,homebrew_count=245;percent=0.01;cask=font-terminess-ttf-nerd-font
882,Font Space Mono Nerd Font,utilities,Utilities,,font-space-mono-nerd-font,other,homebrew_cask_30d:784,882,single_tag_heuristic_review,0.62,,homebrew_count=244;percent=0.01;cask=font-space-mono-nerd-font
883,Qmk Toolbox,other,Other,,qmk-toolbox,other,homebrew_cask_30d:785,883,needs_classification,0.30,,homebrew_count=243;percent=0.01;cask=qmk-toolbox
884,Font Hackgen,utilities,Utilities,,font-hackgen,other,homebrew_cask_30d:786,884,single_tag_heuristic_review,0.62,,homebrew_count=243;percent=0.01;cask=font-hackgen
885,Alcove,other,Other,,alcove,other,homebrew_cask_30d:787,885,needs_classification,0.30,,homebrew_count=242;percent=0.01;cask=alcove
886,Font Noto Nerd Font,utilities,Utilities,,font-noto-nerd-font,other,homebrew_cask_30d:788,886,single_tag_heuristic_review,0.62,,homebrew_count=240;percent=0.01;cask=font-noto-nerd-font
887,Font Lilex Nerd Font,utilities,Utilities,,font-lilex-nerd-font,other,homebrew_cask_30d:789,887,single_tag_heuristic_review,0.62,,homebrew_count=240;percent=0.01;cask=font-lilex-nerd-font
888,Hyper,development,Development,,hyper,other,homebrew_cask_30d:790,888,single_tag_heuristic_review,0.62,,homebrew_count=239;percent=0.01;cask=hyper
889,Aerial,other,Other,,aerial,other,homebrew_cask_30d:791,889,needs_classification,0.30,,homebrew_count=239;percent=0.01;cask=aerial
890,Font Anonymice Nerd Font,utilities,Utilities,,font-anonymice-nerd-font,other,homebrew_cask_30d:792,890,single_tag_heuristic_review,0.62,,homebrew_count=239;percent=0.01;cask=font-anonymice-nerd-font
891,Fantastical,productivity,Productivity,,fantastical,productivity,homebrew_cask_30d:795,891,single_tag_heuristic_review,0.62,,homebrew_count=237;percent=0.01;cask=fantastical
892,Zenmap,other,Other,,zenmap,other,homebrew_cask_30d:793,892,needs_classification,0.30,,homebrew_count=238;percent=0.01;cask=zenmap
893,Yuzeguitarist/deck/deckclip,other,Other,,yuzeguitarist-deck-deckclip,other,homebrew_cask_30d:794,893,needs_classification,0.30,,homebrew_count=238;percent=0.01;cask=yuzeguitarist/deck/deckclip
894,Megasync,other,Other,,megasync,other,homebrew_cask_30d:796,894,needs_classification,0.30,,homebrew_count=237;percent=0.01;cask=megasync
895,Retroarch,browser,Browsers,,retroarch,browser,homebrew_cask_30d:799,895,single_tag_heuristic_review,0.62,,homebrew_count=236;percent=0.01;cask=retroarch
896,Yaak,other,Other,,yaak,other,homebrew_cask_30d:797,896,needs_classification,0.30,,homebrew_count=237;percent=0.01;cask=yaak
897,Adobe Acrobat Pro,design,Design,,adobe-acrobat-pro,design,homebrew_cask_30d:800,897,single_tag_heuristic_review,0.62,,homebrew_count=235;percent=0.01;cask=adobe-acrobat-pro
898,Rsyncui,other,Other,,rsyncui,other,homebrew_cask_30d:798,898,needs_classification,0.30,,homebrew_count=236;percent=0.01;cask=rsyncui
899,Font Source Serif 4,utilities,Utilities,,font-source-serif-4,other,homebrew_cask_30d:801,899,single_tag_heuristic_review,0.62,,homebrew_count=235;percent=0.01;cask=font-source-serif-4
900,Betterzip,utilities,Utilities,,betterzip,utilities,homebrew_cask_30d:804,900,single_tag_heuristic_review,0.62,,homebrew_count=234;percent=0.01;cask=betterzip
901,Sanesidebuttons,other,Other,,sanesidebuttons,other,homebrew_cask_30d:802,901,needs_classification,0.30,,homebrew_count=235;percent=0.01;cask=sanesidebuttons
902,Rafaelswi/menubarusb/menubarusb,other,Other,,rafaelswi-menubarusb-menubarusb,other,homebrew_cask_30d:803,902,needs_classification,0.30,,homebrew_count=234;percent=0.01;cask=rafaelswi/menubarusb/menubarusb
903,Corelocationcli,other,Other,,corelocationcli,other,homebrew_cask_30d:805,903,needs_classification,0.30,,homebrew_count=233;percent=0.01;cask=corelocationcli
904,Flashspace,other,Other,,flashspace,other,homebrew_cask_30d:806,904,needs_classification,0.30,,homebrew_count=233;percent=0.01;cask=flashspace
905,Wifiman,other,Other,,wifiman,other,homebrew_cask_30d:807,905,needs_classification,0.30,,homebrew_count=233;percent=0.01;cask=wifiman
906,Xamarin Ios,other,Other,,xamarin-ios,other,homebrew_cask_30d:808,906,needs_classification,0.30,,homebrew_count=232;percent=0.01;cask=xamarin-ios
907,Launchos,other,Other,,launchos,other,homebrew_cask_30d:809,907,needs_classification,0.30,,homebrew_count=229;percent=0.01;cask=launchos
908,Excalidrawz,other,Other,,excalidrawz,other,homebrew_cask_30d:810,908,needs_classification,0.30,,homebrew_count=229;percent=0.01;cask=excalidrawz
909,Font Noto Sans Cjk Jp,utilities,Utilities,,font-noto-sans-cjk-jp,other,homebrew_cask_30d:811,909,single_tag_heuristic_review,0.62,,homebrew_count=228;percent=0.01;cask=font-noto-sans-cjk-jp
910,Popsql,other,Other,,popsql,other,homebrew_cask_30d:812,910,needs_classification,0.30,,homebrew_count=228;percent=0.01;cask=popsql
911,Ayugram,other,Other,,ayugram,other,homebrew_cask_30d:813,911,needs_classification,0.30,,homebrew_count=228;percent=0.01;cask=ayugram
912,Font Lato,utilities,Utilities,,font-lato,other,homebrew_cask_30d:814,912,single_tag_heuristic_review,0.62,,homebrew_count=228;percent=0.01;cask=font-lato
913,Hoppscotch,other,Other,,hoppscotch,other,homebrew_cask_30d:815,913,needs_classification,0.30,,homebrew_count=228;percent=0.01;cask=hoppscotch
914,Devpod,development,Development,,devpod,development,homebrew_cask_30d:818,914,single_tag_heuristic_review,0.62,,homebrew_count=226;percent=0.01;cask=devpod
915,Pinta,other,Other,,pinta,other,homebrew_cask_30d:816,915,needs_classification,0.30,,homebrew_count=227;percent=0.01;cask=pinta
916,Font Gohufont Nerd Font,utilities,Utilities,,font-gohufont-nerd-font,other,homebrew_cask_30d:817,916,single_tag_heuristic_review,0.62,,homebrew_count=227;percent=0.01;cask=font-gohufont-nerd-font
917,Dupeguru,other,Other,,dupeguru,other,homebrew_cask_30d:819,917,needs_classification,0.30,,homebrew_count=226;percent=0.01;cask=dupeguru
918,Nguyenphutrong/tap/quotio,other,Other,,nguyenphutrong-tap-quotio,other,homebrew_cask_30d:820,918,needs_classification,0.30,,homebrew_count=226;percent=0.01;cask=nguyenphutrong/tap/quotio
919,Fontforge App,other,Other,,fontforge-app,other,homebrew_cask_30d:821,919,needs_classification,0.30,,homebrew_count=226;percent=0.01;cask=fontforge-app
920,Raindropio,other,Other,,raindropio,other,homebrew_cask_30d:822,920,needs_classification,0.30,,homebrew_count=225;percent=0.01;cask=raindropio
921,Eclipse Java,development,Development,,eclipse-java,other,homebrew_cask_30d:823,921,single_tag_heuristic_review,0.62,,homebrew_count=225;percent=0.01;cask=eclipse-java
922,Font Adwaita Mono Nerd Font,utilities,Utilities,,font-adwaita-mono-nerd-font,other,homebrew_cask_30d:824,922,single_tag_heuristic_review,0.62,,homebrew_count=225;percent=0.01;cask=font-adwaita-mono-nerd-font
923,Wechatwork,communication,Communication,,wechatwork,communication,homebrew_cask_30d:827,923,single_tag_heuristic_review,0.62,,homebrew_count=224;percent=0.01;cask=wechatwork
924,Font Cousine Nerd Font,utilities,Utilities,,font-cousine-nerd-font,other,homebrew_cask_30d:825,924,single_tag_heuristic_review,0.62,,homebrew_count=225;percent=0.01;cask=font-cousine-nerd-font
925,Openinterminal Lite,development,Development,,openinterminal-lite,development,homebrew_cask_30d:828,925,single_tag_heuristic_review,0.62,,homebrew_count=224;percent=0.01;cask=openinterminal-lite
926,Microsoft Openjdk@21,other,Other,,microsoft-openjdk-21,other,homebrew_cask_30d:826,926,needs_classification,0.30,,homebrew_count=224;percent=0.01;cask=microsoft-openjdk@21
927,Mhaeuser/mhaeuser/battery Toolkit,other,Other,,mhaeuser-mhaeuser-battery-toolkit,other,homebrew_cask_30d:829,927,needs_classification,0.30,,homebrew_count=223;percent=0.01;cask=mhaeuser/mhaeuser/battery-toolkit
928,Helium,other,Other,,helium,other,homebrew_cask_30d:830,928,needs_classification,0.30,,homebrew_count=223;percent=0.01;cask=helium
929,Pritunl,other,Other,,pritunl,other,homebrew_cask_30d:831,929,needs_classification,0.30,,homebrew_count=223;percent=0.01;cask=pritunl
930,Numi,utilities,Utilities,,numi,other,homebrew_cask_30d:832,930,single_tag_heuristic_review,0.62,,homebrew_count=222;percent=0.01;cask=numi
931,App Cleaner,utilities,Utilities,,app-cleaner,utilities,homebrew_cask_30d:835,931,single_tag_heuristic_review,0.62,,homebrew_count=221;percent=0.01;cask=app-cleaner
932,Deskpad,other,Other,,deskpad,other,homebrew_cask_30d:833,932,needs_classification,0.30,,homebrew_count=222;percent=0.01;cask=deskpad
933,Font Fontawesome,utilities,Utilities,,font-fontawesome,other,homebrew_cask_30d:834,933,single_tag_heuristic_review,0.62,,homebrew_count=222;percent=0.01;cask=font-fontawesome
934,Macdroid,other,Other,,macdroid,other,homebrew_cask_30d:836,934,needs_classification,0.30,,homebrew_count=221;percent=0.01;cask=macdroid
935,Font Hasklug Nerd Font,utilities,Utilities,,font-hasklug-nerd-font,other,homebrew_cask_30d:837,935,single_tag_heuristic_review,0.62,,homebrew_count=221;percent=0.01;cask=font-hasklug-nerd-font
936,Roversx/tap/launchnext,other,Other,,roversx-tap-launchnext,other,homebrew_cask_30d:838,936,needs_classification,0.30,,homebrew_count=221;percent=0.01;cask=roversx/tap/launchnext
937,Sonos,other,Other,,sonos,other,homebrew_cask_30d:839,937,needs_classification,0.30,,homebrew_count=221;percent=0.01;cask=sonos
938,Grafana/grafana/grafana Assistant,other,Other,,grafana-grafana-grafana-assistant,other,homebrew_cask_30d:840,938,needs_classification,0.30,,homebrew_count=220;percent=0.01;cask=grafana/grafana/grafana-assistant
939,Jump Desktop Connect,other,Other,,jump-desktop-connect,other,homebrew_cask_30d:841,939,needs_classification,0.30,,homebrew_count=220;percent=0.01;cask=jump-desktop-connect
940,Ledger Wallet,finance,Finance,,ledger-wallet,browser,homebrew_cask_30d:844,940,single_tag_heuristic_review,0.62,,homebrew_count=219;percent=0.01;cask=ledger-wallet
941,Bluestacks,other,Other,,bluestacks,other,homebrew_cask_30d:842,941,needs_classification,0.30,,homebrew_count=220;percent=0.01;cask=bluestacks
942,Tidal,audio|entertainment,Audio|Entertainment,,tidal,other,homebrew_cask_30d:843,942,multi_tag_heuristic_review,0.70,,homebrew_count=219;percent=0.01;cask=tidal
943,Font Bigblue Terminal Nerd Font,development|utilities|system,Development|Utilities|System Apps,,font-bigblue-terminal-nerd-font,development,homebrew_cask_30d:847,943,multi_tag_heuristic_review,0.70,,homebrew_count=218;percent=0.01;cask=font-bigblue-terminal-nerd-font
944,Cap,other,Other,,cap,other,homebrew_cask_30d:845,944,needs_classification,0.30,,homebrew_count=219;percent=0.01;cask=cap
945,Antinote,other,Other,,antinote,other,homebrew_cask_30d:846,945,needs_classification,0.30,,homebrew_count=219;percent=0.01;cask=antinote
946,Reader,writing,Writing,,reader,writing,homebrew_cask_30d:849,946,single_tag_heuristic_review,0.62,,homebrew_count=216;percent=0.01;cask=reader
947,Lihaoyun6/tap/quickrecorder,other,Other,,lihaoyun6-tap-quickrecorder,other,homebrew_cask_30d:848,947,needs_classification,0.30,,homebrew_count=217;percent=0.01;cask=lihaoyun6/tap/quickrecorder
948,Happ,other,Other,,happ,other,homebrew_cask_30d:850,948,needs_classification,0.30,,homebrew_count=216;percent=0.01;cask=happ
949,Oracle Jdk@21,other,Other,,oracle-jdk-21,other,homebrew_cask_30d:851,949,needs_classification,0.30,,homebrew_count=215;percent=0.01;cask=oracle-jdk@21
950,T8y2/tap/dbx,other,Other,,t8y2-tap-dbx,other,homebrew_cask_30d:852,950,needs_classification,0.30,,homebrew_count=215;percent=0.01;cask=t8y2/tap/dbx
951,Freefilesync,other,Other,,freefilesync,other,homebrew_cask_30d:853,951,needs_classification,0.30,,homebrew_count=215;percent=0.01;cask=freefilesync
952,Clash Mi,security|utilities,Security|Utilities,,clash-mi,utilities,homebrew_cask_30d:856,952,multi_tag_heuristic_review,0.70,,homebrew_count=214;percent=0.01;cask=clash-mi
953,Lzhgus/tap/capso,other,Other,,lzhgus-tap-capso,other,homebrew_cask_30d:854,953,needs_classification,0.30,,homebrew_count=215;percent=0.01;cask=lzhgus/tap/capso
954,Font Fantasque Sans Mono Nerd Font,utilities,Utilities,,font-fantasque-sans-mono-nerd-font,other,homebrew_cask_30d:855,954,single_tag_heuristic_review,0.62,,homebrew_count=214;percent=0.01;cask=font-fantasque-sans-mono-nerd-font
955,Stirling PDF,writing,Writing,,stirling-pdf,writing,homebrew_cask_30d:858,955,single_tag_heuristic_review,0.62,,homebrew_count=213;percent=0.01;cask=stirling-pdf
956,Remote Desktop Manager,other,Other,,remote-desktop-manager,other,homebrew_cask_30d:857,956,needs_classification,0.30,,homebrew_count=213;percent=0.01;cask=remote-desktop-manager
957,Cool Retro Term,other,Other,,cool-retro-term,other,homebrew_cask_30d:859,957,needs_classification,0.30,,homebrew_count=212;percent=0.01;cask=cool-retro-term
958,Viber,other,Other,,viber,other,homebrew_cask_30d:860,958,needs_classification,0.30,,homebrew_count=212;percent=0.01;cask=viber
959,Font Noto Color Emoji,utilities,Utilities,,font-noto-color-emoji,other,homebrew_cask_30d:861,959,single_tag_heuristic_review,0.62,,homebrew_count=212;percent=0.01;cask=font-noto-color-emoji
960,Launchcontrol,other,Other,,launchcontrol,other,homebrew_cask_30d:862,960,needs_classification,0.30,,homebrew_count=212;percent=0.01;cask=launchcontrol
961,Shortcat,other,Other,,shortcat,other,homebrew_cask_30d:863,961,needs_classification,0.30,,homebrew_count=211;percent=0.01;cask=shortcat
962,Foobar2000,audio|media,Audio|Media,,foobar2000,other,homebrew_cask_30d:864,962,multi_tag_heuristic_review,0.70,,homebrew_count=211;percent=0.01;cask=foobar2000
963,Rawtherapee,picture-photo,Pictures & Photos,,rawtherapee,other,homebrew_cask_30d:865,963,single_tag_heuristic_review,0.62,,homebrew_count=211;percent=0.01;cask=rawtherapee
